trip_id,passenger_id,route_id,date_id,travel_context_id,product_id,booking_channel_id,source_assumption_id,trip_sequence,party_size,adult_count,child_count,senior_count,vehicle_included,vehicle_type,booking_lead_days,cabin_booked_flag,ticket_price,ancillary_spend,total_order_value,discount_used,repeat_trip_flag,synthetic_confidence_score
trp_00043,psg_0025,rte_jersey_portsmouth,20260802,ctx_weekend_getaway,prd_flexible_combi_ticket,chn_email_campaign,src_behavior_model_01,2,3,2,1,0,False,foot,15,False,271.01,43.38,314.39,True,True,0.829
trp_00044,psg_0026,rte_calais_dover,20250315,ctx_mini_cruise,prd_standard_inside_cabin,chn_social_media,src_behavior_model_01,1,3,2,0,1,False,foot,13,True,214.97,42.13,257.1,True,False,0.918
trp_00045,psg_0026,rte_calais_dover,20260226,ctx_shopping,prd_basic_seat,chn_website,src_behavior_model_01,2,3,3,0,0,False,foot,10,False,143.03,32.0,175.03,True,True,0.857
trp_00046,psg_0026,rte_amsterdam_newcastle,20261227,ctx_weekend_getaway,prd_mini_cruise_package,chn_social_media,src_behavior_model_01,3,2,2,0,0,False,foot,27,True,494.68,55.87,550.55,True,True,0.752
trp_00047,psg_0027,rte_jersey_stmalo,20240707,ctx_weekend_getaway,prd_basic_seat,chn_email_campaign,src_behavior_model_01,1,1,1,0,0,False,foot,26,True,68.16,38.91,107.07,True,False,0.755
trp_00048,psg_0028,rte_dieppe_newhaven,20250528,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_mobile_app,src_behavior_model_01,1,3,2,1,0,True,car,15,True,231.18,35.68,266.86,True,False,0.85
trp_00049,psg_0029,rte_jersey_stmalo,20250802,ctx_shopping,prd_commodore_cabin,chn_search_engine,src_behavior_model_01,1,2,2,0,0,False,foot,23,True,150.76,31.3,182.06,True,False,0.738
trp_00050,psg_0029,rte_calais_dover,20240611,ctx_shopping,prd_basic_seat,chn_social_media,src_behavior_model_01,2,1,1,0,0,False,foot,3,False,51.68,16.58,68.26,True,True,0.908
trp_00051,psg_0030,rte_rosslare_dunkirk,20240209,ctx_visiting_friends,prd_standard_inside_cabin,chn_website,src_behavior_model_01,1,3,3,0,0,False,foot,67,True,505.41,65.67,571.08,True,False,0.839
trp_00052,psg_0031,rte_dunkirk_dover,20260929,ctx_weekend_getaway,prd_basic_seat,chn_social_media,src_behavior_model_01,1,2,2,0,0,False,foot,11,False,83.32,25.15,108.47,True,False,0.886
trp_00053,psg_0031,rte_dunkirk_dover,20260606,ctx_shopping,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,2,2,2,0,0,False,foot,29,False,105.24,44.24,149.48,True,True,0.837
trp_00054,psg_0032,rte_dieppe_newhaven,20250512,ctx_visiting_friends,prd_vehicle_crossing_basic,chn_email_campaign,src_behavior_model_01,1,4,2,2,0,True,bicycle,81,True,240.49,67.17,307.66,True,False,0.885
trp_00055,psg_0032,rte_calais_dover,20250531,ctx_family_holiday,prd_flexible_combi_ticket,chn_mobile_app,src_behavior_model_01,2,4,2,2,0,True,bicycle,27,False,276.94,64.25,341.19,True,True,0.925
trp_00056,psg_0033,rte_amsterdam_newcastle,20250724,ctx_family_holiday,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,2,2,0,0,True,car,32,True,430.82,46.75,477.57,True,False,0.763
trp_00057,psg_0034,rte_dieppe_newhaven,20240622,ctx_visiting_friends,prd_commodore_cabin,chn_call_center,src_behavior_model_01,1,2,1,0,1,False,foot,83,True,130.41,90.54,220.95,True,False,0.848
trp_00058,psg_0035,rte_spain_morocco,20240401,ctx_shopping,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,1,1,1,0,0,True,camper,16,True,156.52,32.17,188.69,True,False,0.845
trp_00059,psg_0035,rte_calais_dover,20260212,ctx_transport,prd_flexible_combi_ticket,chn_call_center,src_behavior_model_01,2,3,3,0,0,True,bicycle,14,False,183.62,41.25,224.87,True,True,0.874
trp_00060,psg_0035,rte_rosslare_dunkirk,20240924,ctx_shopping,prd_sea_view_cabin,chn_website,src_behavior_model_01,3,1,1,0,0,True,van,55,True,227.39,46.73,274.12,True,True,0.735
trp_00061,psg_0036,rte_rosslare_dunkirk,20261012,ctx_transport,prd_family_cabin_package,chn_mobile_app,src_behavior_model_01,1,5,3,2,0,True,car,86,True,960.38,83.81,1044.19,True,False,0.821
trp_00062,psg_0036,rte_calais_dover,20250314,ctx_family_holiday,prd_family_cabin_package,chn_website,src_behavior_model_01,2,3,2,1,0,False,foot,55,True,246.88,80.88,327.76,True,True,0.895
trp_00063,psg_0037,rte_rosslare_dunkirk,20261225,ctx_transport,prd_standard_inside_cabin,chn_search_engine,src_behavior_model_01,1,3,3,0,0,True,bicycle,38,True,452.47,64.57,517.04,True,False,0.768
trp_00064,psg_0037,rte_dieppe_newhaven,20260413,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,2,4,4,0,0,True,car,7,False,247.75,62.31,310.06,True,True,0.898
trp_00065,psg_0038,rte_amsterdam_newcastle,20250303,ctx_mini_cruise,prd_commodore_cabin,chn_travel_agency,src_behavior_model_01,1,2,0,0,2,True,car,64,True,419.41,82.37,501.78,True,False,0.826
trp_00066,psg_0038,rte_amsterdam_newcastle,20260921,ctx_event,prd_commodore_cabin,chn_website,src_behavior_model_01,2,1,0,0,1,False,foot,37,True,190.39,70.03,260.42,True,True,0.907
trp_00067,psg_0039,rte_calais_dover,20240329,ctx_shopping,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,1,1,0,0,True,car,4,True,90.06,38.4,128.46,True,False,0.829
trp_00068,psg_0040,rte_jersey_portsmouth,20250929,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,4,True,87.39,34.66,122.05,True,False,0.752
trp_00069,psg_0040,rte_jersey_stmalo,20240411,ctx_shopping,prd_basic_seat,chn_website,src_behavior_model_01,2,1,1,0,0,False,foot,28,True,65.42,20.93,86.35,True,True,0.754
trp_00070,psg_0041,rte_rosslare_dunkirk,20250604,ctx_visiting_friends,prd_standard_inside_cabin,chn_returning_portal,src_behavior_model_01,1,3,2,1,0,False,foot,38,True,480.18,103.97,584.15,True,False,0.864
trp_00071,psg_0042,rte_calais_dover,20260711,ctx_weekend_getaway,prd_mini_cruise_package,chn_website,src_behavior_model_01,1,2,2,0,0,True,motorcycle,68,True,218.09,113.56,331.65,True,False,0.89
trp_00072,psg_0043,rte_calais_dover,20240319,ctx_visiting_friends,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,3,1,2,0,True,van,69,False,224.59,71.76,296.35,True,False,0.87
trp_00073,psg_0043,rte_rosslare_dunkirk,20250225,ctx_shopping,prd_family_cabin_package,chn_email_campaign,src_behavior_model_01,2,5,4,1,0,True,camper,59,True,897.75,79.84,977.59,True,True,0.869
trp_00074,psg_0044,rte_dunkirk_dover,20240714,ctx_family_holiday,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,1,5,2,3,0,True,car,65,True,347.29,77.96,425.25,True,False,0.916
trp_00075,psg_0045,rte_morocco_spain,20260615,ctx_transport,prd_vehicle_crossing_basic,chn_social_media,src_behavior_model_01,1,4,4,0,0,True,camper,23,True,462.47,46.2,508.67,True,False,0.839
trp_00076,psg_0046,rte_amsterdam_newcastle,20250711,ctx_weekend_getaway,prd_premium_lounge_pass,chn_website,src_behavior_model_01,1,1,1,0,0,True,car,43,True,261.54,103.13,364.67,True,False,0.883
trp_00077,psg_0047,rte_jersey_portsmouth,20261102,ctx_weekend_getaway,prd_standard_inside_cabin,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,33,True,97.19,54.42,151.61,True,False,0.803
trp_00078,psg_0048,rte_dieppe_newhaven,20241129,ctx_weekend_getaway,prd_flexible_combi_ticket,chn_social_media,src_behavior_model_01,1,1,1,0,0,False,foot,10,False,60.15,40.73,100.88,True,False,0.882
trp_00079,psg_0049,rte_jersey_portsmouth,20250326,ctx_event,prd_mini_cruise_package,chn_website,src_behavior_model_01,1,2,2,0,0,False,foot,16,True,248.68,64.59,313.27,True,False,0.843
trp_00080,psg_0049,rte_jersey_portsmouth,20241001,ctx_weekend_getaway,prd_mini_cruise_package,chn_search_engine,src_behavior_model_01,2,2,2,0,0,False,foot,11,True,270.81,59.47,330.28,True,True,0.846
trp_00081,psg_0050,rte_amsterdam_newcastle,20250827,ctx_weekend_getaway,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,1,1,0,0,False,foot,12,True,151.95,35.34,187.29,True,False,0.805
trp_00082,psg_0050,rte_dunkirk_dover,20240320,ctx_mini_cruise,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,2,2,2,0,0,False,foot,12,False,123.18,36.35,159.53,True,True,0.854
trp_00083,psg_0051,rte_dunkirk_dover,20240616,ctx_mini_cruise,prd_sea_view_cabin,chn_call_center,src_behavior_model_01,1,2,2,0,0,True,van,82,True,217.39,95.23,312.62,True,False,0.884
trp_00084,psg_0051,rte_calais_dover,20260325,ctx_visiting_friends,prd_sea_view_cabin,chn_website,src_behavior_model_01,2,1,1,0,0,False,foot,62,True,73.02,90.21,163.23,True,True,0.911
trp_00085,psg_0052,rte_kiel_klaipeda,20250416,ctx_family_holiday,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,3,3,0,0,True,car,45,True,585.82,50.27,636.09,True,False,0.783
trp_00086,psg_0052,rte_dunkirk_dover,20241222,ctx_transport,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,2,1,1,0,0,True,car,30,False,87.56,43.21,130.77,True,True,0.827
trp_00087,psg_0053,rte_dunkirk_dover,20241225,ctx_weekend_getaway,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,1,1,1,0,0,False,foot,19,True,75.85,101.9,177.75,True,False,0.966
trp_00088,psg_0054,rte_dieppe_newhaven,20240429,ctx_weekend_getaway,prd_standard_inside_cabin,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,25,True,73.56,49.86,123.42,True,False,0.851
trp_00089,psg_0055,rte_calais_dover,20240624,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,1,1,0,0,True,car,23,False,101.69,33.15,134.84,True,False,0.837
trp_00090,psg_0056,rte_dieppe_newhaven,20240304,ctx_business,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,1,1,1,0,0,False,foot,3,False,65.87,58.45,124.32,True,False,0.92
trp_00091,psg_0057,rte_amsterdam_newcastle,20250816,ctx_mini_cruise,prd_premium_lounge_pass,chn_returning_portal,src_behavior_model_01,1,1,1,0,0,True,camper,76,True,305.13,95.78,400.91,True,False,0.861
trp_00092,psg_0058,rte_rosslare_dunkirk,20251126,ctx_family_holiday,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,1,5,2,3,0,True,motorcycle,39,True,676.57,70.43,747.0,True,False,0.871
trp_00093,psg_0058,rte_calais_dover,20251019,ctx_family_holiday,prd_family_cabin_package,chn_website,src_behavior_model_01,2,5,1,4,0,True,car,27,True,415.57,81.41,496.98,True,True,0.949
trp_00094,psg_0059,rte_calais_dover,20240818,ctx_weekend_getaway,prd_commodore_cabin,chn_website,src_behavior_model_01,1,2,1,0,1,False,foot,53,True,137.64,78.29,215.93,True,False,0.836
trp_00095,psg_0060,rte_calais_dover,20260304,ctx_family_holiday,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,4,4,0,0,True,car,25,True,256.7,50.9,307.6,True,False,0.905
trp_00096,psg_0061,rte_amsterdam_newcastle,20240116,ctx_business,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,1,2,2,0,0,True,car,10,True,428.97,48.77,477.74,True,False,0.895
trp_00097,psg_0062,rte_dunkirk_dover,20250406,ctx_shopping,prd_vehicle_crossing_basic,chn_website,src_behavior_model_01,1,1,1,0,0,True,car,6,True,90.46,20.26,110.72,True,False,0.842
trp_00098,psg_0063,rte_karlshamn_klaipeda,20261013,ctx_transport,prd_flexible_combi_ticket,chn_mobile_app,src_behavior_model_01,1,3,2,1,0,True,van,88,True,568.02,67.97,635.99,True,False,0.863
trp_00099,psg_0063,rte_calais_dover,20260111,ctx_family_holiday,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,2,3,2,1,0,True,car,15,False,211.19,66.99,278.18,True,True,0.929
trp_00100,psg_0063,rte_calais_dover,20240809,ctx_visiting_friends,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,3,4,3,1,0,False,foot,71,True,264.28,71.33,335.61,True,True,0.957
trp_00101,psg_0064,rte_jersey_stmalo,20261008,ctx_visiting_friends,prd_commodore_cabin,chn_search_engine,src_behavior_model_01,1,3,3,0,0,False,foot,21,True,301.65,58.09,359.74,True,False,0.802
trp_00102,psg_0065,rte_dunkirk_dover,20241221,ctx_family_holiday,prd_vehicle_crossing_basic,chn_mobile_app,src_behavior_model_01,1,5,2,3,0,True,car,58,True,323.91,70.06,393.97,True,False,0.952
trp_00103,psg_0066,rte_dieppe_newhaven,20250426,ctx_weekend_getaway,prd_standard_inside_cabin,chn_social_media,src_behavior_model_01,1,3,2,0,1,False,foot,13,True,208.96,49.87,258.83,True,False,0.917
trp_00104,psg_0066,rte_dieppe_newhaven,20250919,ctx_event,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,2,1,1,0,0,True,car,10,False,102.03,45.44,147.47,True,True,0.929
trp_00105,psg_0066,rte_jersey_poole,20251228,ctx_shopping,prd_basic_seat,chn_mobile_app,src_behavior_model_01,3,1,1,0,0,False,foot,34,False,74.74,40.62,115.36,True,True,0.744
trp_00106,psg_0067,rte_dunkirk_dover,20250916,ctx_weekend_getaway,prd_commodore_cabin,chn_returning_portal,src_behavior_model_01,1,3,3,0,0,False,foot,38,True,198.93,101.93,300.86,True,False,0.946
trp_00107,psg_0068,rte_amsterdam_newcastle,20260425,ctx_weekend_getaway,prd_commodore_cabin,chn_social_media,src_behavior_model_01,1,2,2,0,0,False,foot,15,True,365.49,38.22,403.71,True,False,0.733
trp_00108,psg_0068,rte_calais_dover,20240512,ctx_weekend_getaway,prd_flexible_combi_ticket,chn_mobile_app,src_behavior_model_01,2,2,2,0,0,True,motorcycle,24,False,152.27,43.74,196.01,True,True,0.857
trp_00109,psg_0069,rte_amsterdam_newcastle,20260118,ctx_mini_cruise,prd_commodore_cabin,chn_travel_agency,src_behavior_model_01,1,1,0,0,1,False,foot,70,True,188.15,85.61,273.76,True,False,0.9
trp_00110,psg_0070,rte_rosslare_dunkirk,20240222,ctx_transport,prd_flexible_combi_ticket,chn_returning_portal,src_behavior_model_01,1,1,1,0,0,True,van,23,True,212.49,32.5,244.99,True,False,0.795
trp_00111,psg_0070,rte_dieppe_newhaven,20250105,ctx_transport,prd_flexible_combi_ticket,chn_website,src_behavior_model_01,2,4,3,1,0,False,foot,33,False,264.55,45.98,310.53,True,True,0.821
trp_00112,psg_0070,rte_rosslare_dunkirk,20260228,ctx_transport,prd_flexible_combi_ticket,chn_search_engine,src_behavior_model_01,3,4,4,0,0,False,foot,40,True,615.41,43.71,659.12,True,True,0.789
trp_00113,psg_0071,rte_rosslare_dunkirk,20260209,ctx_business,prd_flexible_combi_ticket,chn_returning_portal,src_behavior_model_01,1,1,1,0,0,False,foot,13,True,144.14,36.63,180.77,True,False,0.869
trp_00114,psg_0072,rte_karlshamn_klaipeda,20260125,ctx_mini_cruise,prd_mini_cruise_package,chn_website,src_behavior_model_01,1,2,2,0,0,False,foot,35,True,601.07,113.8,714.87,True,False,0.742
trp_00115,psg_0073,rte_dieppe_newhaven,20260526,ctx_weekend_getaway,prd_vehicle_crossing_basic,chn_search_engine,src_behavior_model_01,1,4,3,1,0,False,foot,17,True,220.38,30.45,250.83,True,False,0.814
trp_00116,psg_0073,rte_dieppe_newhaven,20250207,ctx_event,prd_basic_seat,chn_search_engine,src_behavior_model_01,2,4,4,0,0,False,foot,4,False,211.12,27.55,238.67,True,True,0.878
trp_00117,psg_0074,rte_rosslare_dunkirk,20251224,ctx_weekend_getaway,prd_flexible_combi_ticket,chn_call_center,src_behavior_model_01,1,4,3,1,0,True,van,60,True,634.36,52.06,686.42,True,False,0.731
trp_00118,psg_0075,rte_calais_dover,20240602,ctx_event,prd_basic_seat,chn_website,src_behavior_model_01,1,1,1,0,0,True,van,8,False,112.43,36.84,149.27,True,False,0.917
trp_00119,psg_0075,rte_calais_dover,20240613,ctx_event,prd_premium_lounge_pass,chn_returning_portal,src_behavior_model_01,2,1,1,0,0,False,foot,8,True,103.84,65.99,169.83,True,True,0.922
trp_00120,psg_0076,rte_jersey_poole,20251018,ctx_mini_cruise,prd_mini_cruise_package,chn_travel_agency,src_behavior_model_01,1,1,0,0,1,False,foot,62,True,134.08,89.49,223.57,True,False,0.824
trp_00121,psg_0076,rte_amsterdam_newcastle,20240606,ctx_weekend_getaway,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,2,2,0,0,2,False,foot,87,True,392.66,78.55,471.21,True,True,0.845
trp_00122,psg_0077,rte_dunkirk_dover,20260503,ctx_visiting_friends,prd_sea_view_cabin,chn_returning_portal,src_behavior_model_01,1,3,2,1,0,False,foot,57,True,206.13,114.19,320.32,True,False,0.896
trp_00123,psg_0078,rte_dunkirk_dover,20260412,ctx_transport,prd_standard_inside_cabin,chn_search_engine,src_behavior_model_01,1,2,2,0,0,False,foot,28,True,141.66,51.26,192.92,True,False,0.874
trp_00124,psg_0079,rte_jersey_stmalo,20241013,ctx_weekend_getaway,prd_standard_inside_cabin,chn_mobile_app,src_behavior_model_01,1,3,2,1,0,False,foot,22,True,294.73,43.9,338.63,True,False,0.753
trp_00125,psg_0079,rte_dieppe_newhaven,20260429,ctx_mini_cruise,prd_basic_seat,chn_social_media,src_behavior_model_01,2,1,1,0,0,False,foot,26,False,50.17,26.87,77.04,True,True,0.896
trp_00126,psg_0080,rte_karlshamn_klaipeda,20260819,ctx_weekend_getaway,prd_sea_view_cabin,chn_website,src_behavior_model_01,1,1,1,0,0,False,foot,103,True,218.71,77.26,295.97,True,False,0.827
trp_00127,psg_0081,rte_dunkirk_dover,20251023,ctx_family_holiday,prd_standard_inside_cabin,chn_email_campaign,src_behavior_model_01,1,4,3,1,0,True,car,14,True,306.99,89.63,396.62,True,False,0.868
trp_00128,psg_0081,rte_rosslare_dunkirk,20241101,ctx_family_holiday,prd_vehicle_crossing_basic,chn_travel_agency,src_behavior_model_01,2,5,1,4,0,False,foot,76,True,679.85,71.34,751.19,True,True,0.851
